PROJECT,WBS ID,DESCRIPTION,ALIAS,E,Type,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
EHSS,481232-HJSW,LD2.1 SW Build - GNC Development,BASIC,C,CPFF,LEH481232,HJX,,201202,230.00,129.90,124.80,130.00,13034.20,7072.47,6260.78,36726.41,19928.07,17452.35,20786.70,2,BASIC,L
EHSS,481232-HJSW,LD2.1 SW Build - GNC Development,BASIC,C,CPFF,LEH481232,HJX,,201203,230.00,69.80,15.60,260.00,13022.65,884.06,3300.50,36693.87,2491.01,9200.37,41000.10,2,BASIC,L
EHSS,481232-HJSW,LD2.1 SW Build - GNC Development,BASIC,C,CPFF,LEH481232,HJX,,201204,230.00,0.00,0.00,260.00,13011.10,0.00,0.00,36661.32,0.00,0.00,41000.10,2,BASIC,L
EHSS,481232-HJSW,LD2.1 SW Build - GNC Development,BASIC,C,CPFF,LEH481232,HJX,,201205,260.00,0.00,0.00,260.00,14708.20,0.00,0.00,41443.23,0.00,0.00,41000.10,2,BASIC,L
EHSS,481232-HJSW,LD2.1 SW Build - GNC Development,BASIC,C,CPFF,LEH481232,HJX,,201206,234.00,0.00,0.00,274.00,13237.38,0.00,0.00,37298.91,0.00,0.00,43207.80,2,BASIC,L
EHSS,581REP-814H,BSCU SW Update PCR 20094,BASIC,C,FFP,LEH581REP,HEX,814H,201103,12.00,9.10,12.00,0.00,653.28,653.28,286.21,1786.71,1786.71,758.16,0.00,1,BASIC,L
EHSS,581REP-3J48,BSCU SW Update PCR 20094,BASIC,C,FFP,LEH581REP,HEX,3J48,201103,2.00,10.25,2.00,0.00,92.58,92.58,474.73,352.06,352.06,1676.01,0.00,1,BASIC,L
EHSS,581REP-815H,BSCU SW Update PCR 20094,BASIC,C,FFP,LEH581REP,HEX,815H,201104,9.00,1.00,0.00,0.00,489.96,0.00,54.09,1340.04,0.00,143.28,0.00,1,BASIC,L
EHSS,581REP-815H,BSCU SW Update PCR 20094,BASIC,C,FFP,LEH581REP,HEX,815H,201105,9.00,2.00,18.00,0.00,489.96,979.92,62.78,1340.04,2680.07,166.30,0.00,1,BASIC,L
EHSS,581REP-4A1G,WARRANTY REPAIRS,BASIC,C,FFP,LEH581REP,HHX,4A1G,201107,16.00,0.00,0.00,0.00,553.28,0.00,0.00,2103.98,0.00,0.00,0.00,1,BASIC,L
EHSS,581REP-4A1G,WARRANTY REPAIRS,BASIC,C,FFP,LEH581REP,HHX,4A1G,201108,0.00,0.00,16.00,0.00,0.00,553.28,0.00,0.00,2103.98,0.00,0.00,1,BASIC,L
EHSS,581REP-4A1G,WARRANTY REPAIRS,BASIC,C,FFP,LEH581REP,HHX,4A1G,201109,0.00,19.70,0.00,0.00,0.00,0.00,579.47,0.00,0.00,2045.78,0.00,1,BASIC,L
EHSS,581REP-HDVT,VTail and MLG Nut Corrosion Repair/Replacement - CR20276 - AV Eng,BASIC,C,FFP,LEH581REP,HDX,,201202,0.00,1.00,0.00,1.00,0.00,0.00,37.05,0.00,0.00,103.28,159.40,1,BASIC,L
EHSS,581REP-HDVT,VTail and MLG Nut Corrosion Repair/Replacement - CR20276 - AV Eng,BASIC,C,FFP,LEH581REP,HDX,,201203,88.00,5.00,10.10,87.00,4930.46,571.36,188.55,14156.86,1609.91,525.60,13840.33,1,BASIC,L
EHSS,581REP-HDVT,VTail and MLG Nut Corrosion Repair/Replacement - CR20276 - AV Eng,BASIC,C,FFP,LEH581REP,HDX,,201204,98.00,0.00,0.00,98.00,5432.56,0.00,0.00,15924.06,0.00,0.00,15736.38,1,BASIC,L
EHSS,581REP-HDVT,VTail and MLG Nut Corrosion Repair/Replacement - CR20276 - AV Eng,BASIC,C,FFP,LEH581REP,HDX,,201205,60.00,0.00,0.00,60.00,3282.90,0.00,0.00,9866.98,0.00,0.00,9744.05,1,BASIC,L
EHSS,592010-819H,Modify Performance Charts,BASIC,C,FFP,LEH592010,HJX,819H,201101,0.00,93.00,21.90,0.00,0.00,1192.24,3619.82,0.00,3260.75,9588.77,0.00,1,BASIC,L
EHSS,592010-819H,Modify Performance Charts,BASIC,C,FFP,LEH592010,HJX,819H,201102,247.00,252.60,176.06,0.00,13446.68,9584.71,9579.40,36776.52,26214.07,25375.47,0.00,1,BASIC,L
EHSS,592010-819H,Modify Performance Charts,BASIC,C,FFP,LEH592010,HJX,819H,201103,0.00,75.20,49.04,0.00,0.00,2669.74,2865.08,0.00,7301.70,7589.49,0.00,1,BASIC,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201103,1.00,1.00,1.00,0.00,54.44,54.44,59.83,148.89,148.89,158.49,0.00,2,AIR WORTHINESS,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201104,6.00,0.00,6.00,0.00,326.64,326.64,0.00,893.36,893.36,0.00,0.00,2,AIR WORTHINESS,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201105,6.00,0.00,6.00,0.00,326.64,326.64,0.00,893.36,893.36,0.00,0.00,2,AIR WORTHINESS,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201106,27.00,1.00,7.00,0.00,1469.88,381.08,46.00,4020.11,1042.25,121.85,0.00,2,AIR WORTHINESS,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201107,20.00,10.00,40.00,0.00,1088.80,2177.60,449.80,2977.86,5955.71,1191.50,0.00,2,AIR WORTHINESS,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201109,0.00,8.90,-10.00,0.00,0.00,-544.40,572.72,0.00,-1488.93,1517.11,0.00,2,AIR WORTHINESS,L
EHSS,72122J-819H,CR 20253 - AW ENGINE AUXILIARY SCAVANGE PUMP- LABOR,AIR WORTHINESS,C,CPFF,LEH72122J,HJX,819H,201110,0.00,0.50,10.00,0.00,0.00,544.40,32.19,0.00,1488.93,85.27,0.00,2,AIR WORTHINESS,L
EHSS,7213U2-811H000J,"PCR#14089 USAR Paragraphs - Develop, Revise, Release",AIR WORTHINESS,C,CPFF,LEH295UA2,HBX,811H,201101,0.00,0.00,16.50,0.00,0.00,898.26,0.00,0.00,2302.54,0.00,0.00,2,AIR WORTHINESS,L
EHSS,7213U2-811H000J,"PCR#14089 USAR Paragraphs - Develop, Revise, Release",AIR WORTHINESS,C,CPFF,LEH295UA2,HBX,811H,201102,0.00,5.00,9.00,0.00,0.00,489.96,207.30,0.00,1255.93,549.13,0.00,2,AIR WORTHINESS,L
EHSS,7213U2-811H00F2,"PCR#14089 USAR Paragraphs - Develop, Revise, Release",AIR WORTHINESS,C,CPFF,LEH295UA2,HBX,811H,201103,0.00,1.00,0.00,0.00,0.00,0.00,68.45,0.00,0.00,181.32,0.00,2,AIR WORTHINESS,L
EHSS,7213U2-819H,"PCR#14089 USAR Paragraphs - Develop, Revise, Release",AIR WORTHINESS,C,CPFF,LEH295UA2,HJX,819H,201101,610.00,538.20,933.00,0.00,33208.40,50792.52,25423.75,90824.60,130198.08,67346.56,0.00,2,AIR WORTHINESS,L
EHSS,7213U2-819H,"PCR#14089 USAR Paragraphs - Develop, Revise, Release",AIR WORTHINESS,C,CPFF,LEH295UA2,HJX,819H,201102,0.00,448.40,213.00,0.00,0.00,11595.72,23144.77,0.00,29723.68,61309.63,0.00,2,AIR WORTHINESS,L
EHSS,7213U2-819H,"PCR#14089 USAR Paragraphs - Develop, Revise, Release",AIR WORTHINESS,C,CPFF,LEH295UA2,HJX,819H,201103,-1332.00,31.00,207.60,0.00,-72514.08,11301.74,1622.39,-196736.54,23811.68,4297.65,0.00,2,AIR WORTHINESS,L
EHSS,7213I2-811H,AIR WORTHINESS RFIs - AV,AIR WORTHINESS,C,CPFF,LEH295RA2,HBX,811H,201101,200.00,808.60,672.40,0.00,10888.00,36592.80,42249.60,29778.56,94964.32,111917.61,0.00,2,AIR WORTHINESS,L
EHSS,7213I2-811H,AIR WORTHINESS RFIs - AV,AIR WORTHINESS,C,CPFF,LEH295RA2,HBX,811H,201102,500.00,913.70,1323.40,0.00,27220.00,71490.96,50844.97,74446.39,185681.11,134686.42,0.00,2,AIR WORTHINESS,L
EHSS,7213I2-811H,AIR WORTHINESS RFIs - AV,AIR WORTHINESS,C,CPFF,LEH295RA2,HBX,811H,201103,-3497.00,34.00,16.90,0.00,-190376.68,657.34,1758.38,-520678.08,-28259.08,4657.88,0.00,2,AIR WORTHINESS,L
EHSS,7213I2-811H,AIR WORTHINESS RFIs - AV,AIR WORTHINESS,C,CPFF,LEH295RA2,HBX,811H,201109,0.00,12.00,0.00,0.00,0.00,0.00,853.44,0.00,0.00,2260.73,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201103,1284.00,601.00,1126.10,0.00,69900.96,61304.88,32910.82,191178.34,167668.16,87179.53,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201104,1514.00,1018.30,1773.60,0.00,82422.16,96554.78,56471.72,225423.68,264076.25,149591.47,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201105,740.00,1040.10,589.80,0.00,40285.60,32108.71,59813.75,110180.66,87816.97,158444.38,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201106,560.00,667.00,529.70,0.00,30486.40,28836.87,37386.00,83379.96,78868.51,99034.11,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201107,466.00,278.50,272.88,0.00,25369.04,14855.59,16642.07,69384.04,40629.86,44084.22,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201108,0.00,267.50,156.36,0.00,0.00,8512.24,15738.14,0.00,23280.88,41689.74,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201109,0.00,132.90,115.56,0.00,0.00,6291.09,8458.48,0.00,17206.05,22406.20,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-811H,AV AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HBX,811H,201110,0.00,-25.00,0.00,0.00,0.00,0.00,-1875.00,0.00,0.00,-4966.80,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201103,180.00,130.50,83.60,0.00,9799.20,4551.18,5965.75,26800.70,12447.44,15803.05,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201104,340.00,183.30,140.80,0.00,18509.60,7665.15,8035.21,50623.55,20964.10,21284.97,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201105,180.00,140.80,217.80,0.00,9799.20,11857.03,6832.87,26800.70,32428.85,18100.02,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201106,100.00,172.00,190.80,0.00,5444.00,10387.15,8129.00,14889.28,28408.74,21533.42,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201107,0.00,83.50,87.00,0.00,0.00,4736.28,4441.04,0.00,12953.67,11764.15,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201108,0.00,32.50,80.00,0.00,0.00,4355.20,1597.57,0.00,11911.42,4231.90,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201109,0.00,0.00,-16.00,0.00,0.00,-871.04,0.00,0.00,-2382.28,0.00,0.00,2,AIR WORTHINESS,L
EHSS,7213A2-819H,GNC AWC CERT for FERRY FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213A2,HJX,819H,201110,0.00,0.00,16.00,0.00,0.00,871.04,0.00,0.00,2382.28,0.00,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201107,100.00,4.50,10.00,5.00,5444.00,544.40,301.50,14889.28,1488.93,798.66,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201108,140.00,90.50,80.00,91.00,7621.60,4355.20,4550.29,20844.99,11911.42,12053.55,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201109,450.00,495.00,528.75,495.00,24498.00,28785.15,25822.17,67001.75,78727.06,68401.96,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201110,425.00,681.90,381.35,682.00,23137.00,20760.69,39066.03,63279.43,56780.26,103484.45,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201111,445.00,697.20,242.80,697.00,24225.80,13218.03,37826.39,66257.29,36151.17,100200.69,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201112,605.00,685.20,307.65,685.00,32936.20,16748.47,37744.91,90080.14,45806.87,99984.85,0.00,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201201,825.00,582.50,819.30,583.00,47305.50,45323.92,31358.62,133292.51,125139.86,87414.28,94392.98,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201202,825.00,621.30,84.80,621.00,47305.50,4841.55,34434.90,133292.51,13609.60,95989.62,100450.06,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201203,240.00,309.50,235.80,639.00,13761.60,13520.77,17659.43,38776.00,38097.42,49226.86,100765.64,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201204,68.00,0.00,0.00,286.00,3899.12,0.00,0.00,10986.53,0.00,0.00,45100.12,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201205,68.00,0.00,0.00,68.00,3899.12,0.00,0.00,10986.53,0.00,0.00,10723.10,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201206,68.00,0.00,0.00,68.00,3899.12,0.00,0.00,10986.53,0.00,0.00,10723.10,2,AIR WORTHINESS,L
EHSS,7213E2-HBXX,AV AWC CERT Updates for SENSOR FLIGHT,AIR WORTHINESS,C,CPFF,LEH7213E2,HBX,811H,201207,73.00,0.00,0.00,73.00,4185.82,0.00,0.00,11794.37,0.00,0.00,11511.57,2,AIR WORTHINESS,L
,,,,,,,,,,,,,,,,,,,,,,,
