ProposalName|Contracts|CAM|Dept|ElementTitle|Month|Hours
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201211|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201212|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201301|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201302|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201303|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201304|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201305|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201306|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201307|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201308|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201309|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201310|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201311|2.697
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201312|2.341
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201206|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201207|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201208|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201209|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201210|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201211|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201212|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201301|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201302|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201303|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201304|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201305|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201306|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201307|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201308|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201309|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201310|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201311|2.847
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201312|2.471
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201206|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201207|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201208|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201209|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201210|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201211|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201212|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201301|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201302|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201303|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201304|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201305|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201306|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201307|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201308|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201309|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201310|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201311|5.088
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201312|4.416
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201206|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201207|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201208|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201209|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201210|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201211|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201212|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201301|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201302|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201303|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201304|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201305|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201306|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201307|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201308|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201309|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201310|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201311|1.659
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201312|1.44
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201206|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201207|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201208|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201209|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201210|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201211|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201212|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201301|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201302|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201303|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201304|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201305|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201306|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201307|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201308|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201309|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201310|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201311|4.633
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201312|4.021
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201206|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201207|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201208|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201209|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201210|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201211|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201212|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201301|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201302|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201303|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201304|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201305|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201306|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201307|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201308|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201309|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201310|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201311|0.627
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065LF|AV HJX - Flight Test Support|201312|0.544
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201206|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201207|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201208|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201209|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201210|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201211|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201212|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201301|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201302|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201303|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201304|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201305|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201306|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201307|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201308|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201309|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201310|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201311|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - ECS Analysis|201312|5.937
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201206|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201207|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201208|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201209|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201210|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201211|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201212|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201301|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201302|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201303|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201304|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201305|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201306|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201307|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201308|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201309|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201310|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201311|7.842
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Power Analysis|201312|7.844
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201206|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201207|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201208|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201209|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201210|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201211|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201212|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201301|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201302|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201303|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201304|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201305|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201306|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201307|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201308|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201309|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201310|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201311|0.342
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Weight Measurements Update|201312|0.344
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201312|0.592
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201401|0.592
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201402|0.592
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201403|0.592
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201404|0.592
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201405|0.592
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L057DH|AV HBX - Flight Test Support|201406|0.594
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201312|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201401|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201402|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201403|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201404|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201405|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HBX|L067NC|AV HBX - Flight Test Support|201406|9.25
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201312|10.561
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201401|10.561
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201402|10.561
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201403|10.561
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201404|10.561
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201405|10.561
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064GH|AV HEX - Flight Test Support|201406|10.564
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201312|2.423
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201401|2.423
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201402|2.423
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201403|2.423
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201404|2.423
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201405|2.423
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065JN|AV HEX - Flight Test Support|201406|2.424
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201312|2.558
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201401|2.558
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201402|2.558
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201403|2.558
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201404|2.558
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201405|2.558
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L064FK|AV HEX - Flight Test Support|201406|2.559
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201312|4.571
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201401|4.571
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201402|4.571
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201403|4.571
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201404|4.571
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201405|4.571
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HEX|L065HD|AV HEX - Flight Test Support|201406|4.573
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201312|1.491
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201401|1.491
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201402|1.491
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201403|1.491
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201404|1.491
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201405|1.491
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065FG|AV HJX - Flight Test Support|201406|1.49
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201312|4.163
G12-4823 EMD ASIP Follow-on Support_REV 1|EMD Misc.|HJX|L065HD|AV HJX - Flight Test Support|201401|4.163
